id,f1,f2,f3,f4,f5,f6,f7,f8,f9
5776,2454,1527,22,30,359,330,2161,8,329
5777,248,1593,112,152,78,162,652,50,165
5778,3568,3501,56,72,119,219,699,30,220
5779,3656,3038,56,142,399,249,893,50,248
5780,248,2035,56,16,313,162,893,50,165
5781,4794,1644,56,5,311,144,2158,56,149
5782,248,2372,56,158,348,325,1615,21,324
5783,1558,2875,56,16,373,17,44,65,20
5784,7285,680,35,39,216,154,879,0,158
5785,6512,1095,75,102,357,57,646,3,60
5786,4385,3678,56,33,188,0,2082,50,0
5787,5311,1844,56,158,314,48,2022,22,51
5788,1347,3181,56,43,228,276,2087,27,276
5789,5166,1070,37,44,213,247,1307,26,246
5790,4245,3704,56,16,270,249,893,50,248
5791,5723,2294,40,130,240,156,895,66,113
5792,5717,3792,101,141,241,37,1515,24,49
5793,1687,4012,56,99,340,115,804,19,186
5794,4040,1727,56,158,314,295,735,22,297
5795,5168,2687,56,16,374,316,919,20,316
5796,5299,1256,56,43,212,341,274,21,341
5797,1311,566,112,104,222,159,798,66,162
5798,6237,1385,56,5,338,207,2285,28,181
5799,4480,1782,56,5,421,325,960,21,324
5800,6320,1372,56,142,297,161,1925,50,164
5801,7371,2523,56,142,157,243,339,8,242
5802,1781,3655,56,5,448,0,271,50,0
5803,6534,793,56,5,355,341,274,21,341
5804,5524,2517,94,128,216,156,995,66,113
5805,6168,1465,56,5,173,194,1078,66,198
5806,1754,2557,56,142,157,269,1505,4,268
5807,2866,490,56,99,334,242,2273,4,241
5808,3622,1522,56,70,99,325,1440,21,324
5809,923,3295,56,142,423,0,893,50,0
5810,1120,3012,56,33,29,0,2066,50,0
5811,224,1496,22,30,413,242,1183,4,241
5812,201,3616,56,5,448,249,1070,50,248
5813,4662,2935,100,137,17,151,675,24,29
5814,2257,286,56,5,161,162,893,50,165
5815,4959,1746,1,0,111,249,893,50,248
5816,4044,4074,56,16,377,192,2145,9,196
5817,5060,3814,56,158,407,26,365,31,31
5818,6435,1520,56,158,215,0,893,50,0
5819,3705,3271,56,45,328,335,919,20,335
5820,2802,3058,56,142,332,249,893,50,248
5821,562,279,56,16,313,317,1450,50,171
5822,2010,848,31,91,357,316,300,20,316
5823,2423,3589,97,133,416,99,1221,2,101
5824,2071,739,56,17,331,144,579,56,149
5825,4571,3096,31,91,272,217,1597,27,218
5826,4969,1870,9,65,324,0,2082,50,0
5827,2445,2259,56,16,439,77,1016,23,81
5828,75,2982,119,162,6,12,695,39,14
5829,6747,3668,56,99,25,249,893,50,248
5830,2837,5,56,99,317,192,679,9,196
5831,5305,326,56,5,181,242,1465,4,241
5832,1860,3420,56,57,356,0,2082,50,0
5833,7306,3279,56,142,355,281,1652,31,281
5834,7345,1844,56,158,314,48,1426,22,51
5835,5803,3582,61,78,216,154,879,0,158
5836,757,2236,56,5,311,233,1637,4,78
5837,2318,3935,56,158,348,0,1189,50,0
5838,3957,1579,56,158,372,162,1193,50,165
5839,694,2656,56,5,359,173,2273,4,176
5840,75,3375,117,156,219,156,881,66,113
5841,1969,191,37,95,195,218,1665,57,219
5842,2105,396,56,5,90,231,990,50,231
5843,204,3546,112,152,78,162,1193,50,165
5844,2224,1531,22,30,109,255,35,15,255
5845,2456,1196,56,142,175,155,1489,48,159
5846,4980,1645,56,5,311,233,1613,4,78
5847,3957,2593,56,5,337,144,360,56,149
5848,3207,117,31,91,296,238,1021,50,237
5849,5262,582,9,11,146,249,1214,50,248
5850,1524,2653,56,142,63,341,274,21,341
5851,3210,1021,56,16,36,249,893,50,248
5852,6887,1445,3,2,445,266,1484,65,265
5853,1457,2381,100,137,292,144,658,56,149
5854,6882,2868,31,91,325,162,893,50,165
5855,3760,1555,9,11,95,249,893,50,248
5856,411,3530,56,16,261,162,893,50,165
5857,6772,2082,56,142,231,249,1193,50,248
5858,7313,3439,39,46,219,154,881,0,158
5859,4494,2388,56,158,257,249,893,50,248
5860,1851,2783,22,30,276,33,2345,8,37
5861,1311,3714,85,115,259,154,798,0,158
5862,6199,1465,56,5,319,194,1078,66,198
5863,1173,354,107,146,219,156,895,66,113
5864,1121,2460,56,70,335,162,893,50,165
5865,3747,1849,56,70,31,76,1351,28,80
5866,557,3216,56,33,349,249,893,50,248
5867,924,2593,56,5,337,315,2158,56,315
5868,1330,2210,27,35,216,240,983,66,178
5869,1120,1614,56,70,282,161,2071,50,164
5870,4918,1825,56,33,412,113,566,25,119
5871,6893,2104,56,142,15,162,893,50,165
5872,2659,2853,56,142,207,162,1193,50,165
5873,5215,848,31,91,357,316,300,20,316
5874,1646,3009,0,27,241,236,577,24,235
5875,3792,1032,36,41,222,159,798,66,162
5876,2628,1383,56,33,211,47,1866,23,50
5877,1120,1473,56,5,448,194,105,66,198
5878,5311,1308,56,5,45,330,1914,8,329
5879,1746,1520,56,158,215,0,893,50,0
5880,3465,2582,3,2,250,269,1794,4,268
5881,7103,959,56,5,448,0,1193,50,0
5882,5171,3957,56,142,15,162,893,50,165
5883,1676,1271,56,70,99,207,2285,28,181
5884,7275,2217,56,142,239,308,114,48,250
5885,1530,3290,31,91,432,276,965,27,276
5886,4052,129,56,142,406,330,1914,8,329
5887,75,612,45,52,219,156,895,66,113
5888,3464,1733,72,138,391,169,1117,24,172
5889,331,3536,56,16,118,325,114,21,324
5890,1507,1886,56,99,410,261,781,5,260
5891,1503,4210,31,91,440,249,893,50,248
5892,2803,1140,57,71,56,162,893,50,165
5893,2651,37,109,148,222,156,895,66,113
5894,1755,708,56,70,31,162,1193,50,165
5895,2020,2435,56,99,209,315,2152,56,315
5896,6695,1729,56,33,416,325,87,21,324
5897,223,2058,56,142,419,334,1325,4,334
5898,575,2170,56,142,157,8,726,4,9
5899,1676,747,56,70,31,162,1193,50,165
5900,6671,1030,57,71,56,231,1021,50,231
5901,5993,2166,3,2,380,241,1030,8,240
5902,5311,807,22,30,413,330,1914,8,329
5903,6087,540,56,99,388,325,1615,21,324
5904,1676,3521,56,70,99,194,443,66,198
5905,227,2596,56,142,32,5,871,4,6
5906,953,2416,56,16,329,0,1109,50,0
5907,6534,2987,56,5,167,124,20,4,129
5908,5855,3265,56,158,407,162,893,50,165
5909,4713,168,56,5,413,269,924,4,268
5910,884,3936,56,99,186,249,1081,50,248
5911,1120,3665,56,5,338,0,893,50,0
5912,546,3117,56,5,436,0,435,50,0
5913,6589,2066,51,62,241,236,1245,24,235
5914,6814,1030,57,71,56,231,1021,50,231
5915,23,1256,56,43,384,27,1227,18,32
5916,4747,3910,56,57,312,341,274,21,341
5917,3636,26,72,138,270,276,2087,27,276
5918,3999,1985,56,142,197,187,111,25,191
5919,3795,1604,99,135,216,57,300,3,60
5920,3714,3678,56,33,188,249,893,50,248
5921,6612,2848,56,142,207,249,893,50,248
5922,5397,123,121,166,441,3,1196,34,4
5923,4758,3917,31,91,399,162,893,50,165
5924,2217,645,102,140,233,156,881,66,113
5925,66,955,56,16,373,240,2209,66,178
5926,2142,3729,56,142,205,144,650,56,149
5927,5379,4160,56,43,228,207,2285,28,181
5928,1312,3102,66,84,216,156,983,66,113
5929,403,1380,37,44,284,25,1888,65,30
5930,6958,2332,56,99,410,249,1081,50,248
5931,3512,2448,56,158,407,249,893,50,248
5932,6692,3814,56,158,407,26,365,31,31
5933,1809,2479,56,142,423,341,274,21,341
5934,6609,3640,56,142,175,249,1193,50,248
5935,3804,3940,56,5,93,162,893,50,165
5936,2456,2645,56,142,157,8,726,4,9
5937,3957,1167,7,61,252,242,187,4,241
5938,469,794,56,5,423,249,1081,50,248
5939,1212,3744,56,142,300,79,2163,41,283
5940,5723,3194,40,130,405,240,755,66,178
5941,1120,91,56,16,313,162,1193,50,165
5942,273,3271,56,16,328,162,1204,50,165
5943,6118,2621,3,2,69,98,500,66,100
5944,2327,1496,22,30,413,269,2348,4,268
5945,953,2711,56,142,169,0,1571,50,0
5946,2837,1195,3,2,69,324,1033,8,323
5947,4314,69,56,158,293,162,893,50,165
5948,6837,3418,77,79,233,72,1823,39,76
5949,4794,1840,56,158,58,325,114,21,324
5950,7188,1416,56,33,226,162,893,50,165
5951,5757,3648,56,16,417,0,893,50,0
5952,4087,80,56,158,372,162,893,50,165
5953,7358,369,51,62,241,236,1847,24,235
5954,6353,2642,22,30,413,20,1780,4,24
5955,490,3261,56,5,307,0,565,50,0
5956,4665,797,3,2,355,233,810,4,78
5957,1120,3663,56,158,372,247,1307,26,246
5958,4448,2741,74,101,9,241,1030,8,240
5959,1311,2009,112,104,222,159,895,66,162
5960,1809,3281,56,142,355,341,274,21,341
5961,337,1940,56,43,327,108,1970,28,111
5962,2457,1810,56,5,423,325,1615,21,324
5963,801,2430,56,5,90,162,1193,50,165
5964,3954,1250,93,127,233,299,886,0,112
5965,6614,1617,36,41,222,154,798,0,158
5966,2045,3641,56,72,248,260,1057,66,285
5967,2837,1572,56,142,430,0,540,50,0
5968,7180,2816,3,2,157,242,2017,4,241
5969,2426,1857,56,5,338,0,893,50,0
5970,5524,2240,13,174,233,306,108,0,307
5971,1522,1416,56,33,226,162,893,50,165
5972,4205,3760,56,142,297,161,1925,50,164
5973,5569,3126,56,57,414,0,2066,50,0
5974,1116,4074,56,16,377,192,2145,9,196
5975,878,2453,56,57,431,326,1365,19,325
5976,5311,2523,56,142,157,243,339,8,242
5977,3465,3203,56,70,412,308,920,48,250
5978,844,2378,31,91,20,249,893,50,248
5979,7398,4115,56,16,302,177,778,20,203
5980,1423,385,56,43,228,162,1021,50,165
5981,3716,896,56,158,74,48,509,22,51
5982,4324,3948,56,142,423,0,2066,50,0
5983,2211,1044,56,16,270,162,1193,50,165
5984,4226,311,9,11,26,1,1577,4,1
5985,6882,1695,32,163,211,33,622,8,37
5986,6516,3181,56,43,228,0,893,50,0
5987,6205,1257,5,4,346,266,1369,65,265
5988,4969,1877,9,11,324,249,2013,50,248
5989,2866,2699,56,5,206,242,187,4,241
5990,5382,849,56,33,447,201,785,39,180
5991,7192,4137,75,102,241,169,1978,24,172
5992,6609,3640,56,142,175,249,893,50,248
5993,6822,459,9,65,96,56,1207,29,58
5994,1230,1855,87,119,240,154,881,0,158
5995,5768,2663,56,16,389,194,1095,66,198
5996,6726,699,56,99,267,84,1936,45,87
5997,4990,595,56,16,341,19,1810,27,23
5998,465,2111,56,5,376,249,1193,50,248
5999,770,1608,56,158,407,108,177,28,111
6000,5803,2002,67,85,259,299,1430,0,112
6001,1809,1705,56,158,348,249,893,50,248
6002,4716,2637,56,5,346,17,44,65,20
6003,6823,1595,40,47,233,299,2150,0,112
6004,7223,2082,56,142,231,337,53,22,337
6005,6353,1355,56,16,373,13,1411,65,15
6006,7326,1762,56,70,335,162,1193,50,165
6007,4002,2345,56,5,237,161,409,50,164
6008,4144,1839,31,91,138,162,893,50,165
6009,3961,2080,56,5,402,194,1095,66,198
6010,6992,1129,56,70,165,27,1341,18,32
6011,674,2391,56,5,376,231,1021,50,231
6012,841,2377,121,96,83,115,972,19,186
6013,2194,268,56,158,401,337,1271,22,337
6014,953,2041,56,33,160,278,453,53,278
6015,3892,1227,56,45,341,57,389,3,60
6016,7372,2206,81,111,61,119,2014,39,125
6017,7402,688,69,92,241,320,1129,24,319
6018,6908,4199,56,99,269,162,893,50,165
6019,6529,268,56,158,101,48,1618,22,51
6020,5311,4153,0,27,83,189,939,9,193
6021,2073,1468,9,65,379,35,1321,54,39
6022,319,4168,0,27,241,169,901,24,172
6023,5397,2906,56,163,28,36,2239,24,40
6024,698,3630,56,5,448,0,287,50,0
6025,3154,3879,94,128,216,154,397,0,158
6026,3549,1021,56,16,36,0,893,50,0
6027,2543,1037,56,33,440,336,1249,27,336
6028,5601,723,56,5,376,249,1193,50,248
6029,1778,3935,56,158,348,249,893,50,248
6030,2005,636,56,70,362,0,2164,50,0
6031,5465,235,80,110,207,162,893,50,165
6032,5105,693,56,142,157,173,2273,4,176
6033,5741,3157,45,173,233,299,2150,0,112
6034,3037,1579,56,158,372,162,1193,50,165
6035,3416,2805,37,95,205,236,1196,24,235
6036,367,94,56,16,374,194,443,66,198
6037,109,1823,121,96,268,298,2281,9,300
6038,1225,1688,37,44,200,162,893,50,165
6039,3335,2473,56,57,312,249,893,50,248
6040,1120,1268,56,70,99,120,230,18,126
6041,1178,2667,46,54,219,154,881,0,158
6042,4441,1994,56,142,419,276,198,27,276
6043,1120,3181,56,43,228,335,521,20,335
6044,5098,3814,56,158,407,281,365,31,281
6045,3267,2527,56,99,432,155,1774,48,159
6046,2193,413,56,5,90,0,893,50,0
6047,1336,2802,56,16,281,335,300,20,335
6048,562,444,121,166,241,37,638,24,49
6049,557,380,56,16,261,325,274,21,324
6050,2663,430,56,5,90,276,2087,27,276
6051,2837,2622,56,142,157,155,2164,48,159
6052,2814,2895,31,91,296,249,893,50,248
6053,700,1308,56,5,45,8,1231,4,9
6054,5849,1045,56,99,368,249,893,50,248
6055,953,2526,56,142,346,17,633,65,20
6056,1887,2367,56,5,90,162,1193,50,165
6057,7456,3471,56,142,15,0,2082,50,0
6058,5171,2104,56,142,15,276,409,27,276
6059,1120,1081,37,44,448,162,936,50,165
6060,871,3954,56,5,275,249,893,50,248
6061,3452,1262,37,44,212,329,1227,18,328
6062,7517,1388,100,137,241,169,911,24,172
6063,6598,4080,64,82,222,156,895,66,113
6064,3437,3839,121,166,241,144,1921,56,149
6065,505,80,56,158,372,162,893,50,165
6066,758,934,56,72,48,305,2011,65,306
6067,1809,79,56,43,155,0,893,50,0
6068,933,895,81,111,219,299,1833,0,112
6069,6708,551,56,158,215,162,1193,50,165
6070,2208,3000,56,33,202,231,652,50,231
6071,1876,710,56,99,432,247,1725,26,246
6072,139,1273,37,44,90,207,2285,28,181
6073,1285,2100,45,124,240,299,2256,0,112
6074,106,3739,56,5,399,193,1804,43,197
6075,73,1380,37,44,284,25,1431,65,30
6076,4061,1305,56,33,29,308,114,48,250
6077,2456,2763,56,5,359,173,187,4,176
6078,6534,625,112,152,355,315,332,56,315
6079,1676,3811,56,5,337,193,2310,43,197
6080,248,3919,56,158,372,249,1070,50,248
6081,2454,2632,52,66,240,299,1122,0,112
6082,2051,474,56,142,51,173,339,4,176
6083,1770,1068,56,142,376,249,893,50,248
6084,5311,2748,56,142,51,308,1158,48,250
6085,68,3452,37,44,373,186,1057,66,190
6086,4040,3490,36,41,222,159,798,66,162
6087,6628,1277,56,5,90,108,1029,28,111
6088,6534,3715,56,158,303,308,492,48,250
6089,4506,2398,112,152,116,162,893,50,165
6090,576,2773,7,61,211,41,570,4,43
6091,5600,1129,56,70,165,27,1341,18,32
6092,4159,1105,54,143,341,143,2065,44,148
6093,5069,2236,56,5,311,233,458,4,78
6094,5803,2692,35,116,216,160,294,0,163
6095,232,1085,0,27,444,192,766,9,196
6096,4040,3494,50,59,216,160,889,0,163
6097,7074,3948,56,142,423,0,2066,50,0
6098,7001,823,56,142,423,249,893,50,248
6099,6482,2199,0,27,24,4,2253,39,5
6100,4550,478,66,84,216,154,131,0,158
6101,2255,2070,56,142,376,162,893,50,165
6102,4299,4199,56,99,269,249,893,50,248
6103,5155,268,56,158,101,48,2332,22,51
6104,1676,1327,31,91,410,49,2306,5,52
6105,5195,2713,56,142,63,144,2094,56,149
6106,3957,2593,56,5,337,315,2075,56,315
6107,6590,2310,124,68,222,156,907,66,113
6108,5686,3870,100,137,195,192,1912,9,196
6109,3957,1256,56,43,384,329,1227,18,328
6110,2569,3931,35,39,216,160,294,0,163
6111,6065,657,31,91,296,238,1021,50,237
6112,1025,3726,37,95,241,151,2319,24,29
6113,1676,1133,56,158,372,317,1727,50,171
6114,1612,3561,56,72,119,116,243,30,122
6115,1757,4100,56,16,270,249,893,50,248
6116,224,2598,56,142,276,270,488,4,270
6117,456,4074,56,16,377,192,571,9,196
6118,322,3832,56,43,364,117,409,50,123
6119,1696,1349,56,5,275,141,1364,22,146
6120,1665,247,56,33,202,249,893,50,248
6121,1120,386,56,142,175,162,893,50,165
6122,2222,1287,56,70,370,285,985,51,287
6123,2288,2883,56,99,8,316,300,20,316
6124,6474,1315,56,70,165,161,100,50,164
6125,2282,1296,71,103,307,162,893,50,165
6126,7292,2866,56,16,345,316,300,20,316
6127,876,328,56,5,207,281,2158,31,281
6128,530,1923,125,29,341,57,389,3,60
6129,5280,1100,56,70,370,285,2275,51,287
6130,6534,1096,50,59,216,154,879,0,158
6131,4550,3554,74,101,119,260,729,66,285
6132,3737,2024,56,43,327,0,49,50,0
6133,7481,1994,56,142,419,276,198,27,276
6134,248,2650,111,55,15,249,780,50,248
6135,1120,396,56,5,90,231,990,50,231
6136,1685,1435,3,2,290,178,2018,39,205
6137,4321,3228,56,5,260,315,1375,56,315
6138,7344,3331,57,71,56,288,1770,7,293
6139,6976,1152,56,16,201,329,1227,18,328
6140,2866,636,56,70,0,1,2046,4,1
6141,2837,514,56,5,359,33,2097,8,37
6142,1333,1085,0,27,444,192,766,9,196
6143,3881,3885,56,99,317,320,1454,24,319
6144,344,2737,22,30,375,20,1780,4,24
6145,2532,3946,56,158,320,220,1132,48,22
6146,392,1834,52,66,6,250,695,39,251
6147,6297,3814,56,158,407,281,365,31,281
6148,5558,3798,56,5,210,249,893,50,248
6149,1989,3202,56,43,228,249,893,50,248
6150,3207,3650,56,57,230,231,1021,50,231
6151,6530,4174,56,16,37,10,1680,20,12
6152,3221,1070,37,44,213,247,1307,26,246
6153,612,1430,7,7,418,315,2123,56,315
6154,2866,2622,56,142,157,155,2164,48,159
6155,248,3093,56,33,379,30,1422,26,35
6156,4040,3476,56,5,161,276,1831,27,276
6157,953,2490,56,142,127,0,2082,50,0
6158,64,3558,56,5,237,305,44,65,306
6159,6366,2531,56,142,157,91,726,4,93
6160,4034,2776,22,30,76,20,1780,4,24
6161,2664,2431,23,31,216,265,736,42,264
6162,4011,3861,56,142,346,266,2090,65,265
6163,1884,2440,56,142,15,238,893,50,237
6164,336,1104,56,57,312,249,893,50,248
6165,5465,1308,56,5,45,194,1095,66,198
6166,1311,3717,91,165,222,159,895,66,162
6167,5528,2479,56,142,355,290,2164,48,69
6168,6995,38,51,62,268,192,679,9,196
6169,3478,595,56,16,341,19,1810,27,23
6170,4913,3884,121,166,205,37,1507,24,49
6171,6853,3022,123,170,205,283,2319,24,286
6172,3429,3948,56,142,423,0,893,50,0
6173,6563,1264,56,158,407,220,1718,48,22
6174,5620,331,56,5,90,249,893,50,248
6175,1802,848,31,91,357,316,300,20,316
6176,1809,3881,37,44,448,162,936,50,165
6177,3626,3854,56,70,335,162,1193,50,165
6178,1519,331,56,5,90,249,1081,50,248
6179,6801,1829,67,85,240,154,2174,0,158
6180,1725,2829,56,70,31,194,1057,66,198
6181,4732,1264,56,158,407,341,274,21,341
6182,224,2469,56,142,346,31,1241,65,156
6183,5888,330,56,5,2,249,893,50,248
6184,5893,3202,56,43,228,249,1081,50,248
6185,7456,1049,56,99,309,220,1898,48,22
6186,6855,3449,56,70,335,0,893,50,0
6187,224,328,56,5,207,249,1193,50,248
6188,243,1398,56,16,218,249,893,50,248
6189,3533,3484,13,60,240,299,886,0,112
6190,5803,2501,85,115,259,299,771,0,112
6191,5785,1044,56,16,270,249,893,50,248
6192,3896,2291,55,69,233,299,2150,0,112
6193,1329,540,56,99,388,325,1615,21,324
6194,5803,3392,40,130,153,149,0,3,154
6195,3333,13,56,43,187,162,893,50,165
6196,7185,1385,56,5,120,249,893,50,248
6197,3808,2877,56,158,348,249,1081,50,248
6198,2340,907,56,16,345,0,893,50,0
6199,5288,329,56,142,239,290,2164,48,69
6200,5893,549,56,43,228,249,893,50,248
6201,5306,179,56,5,413,269,1505,4,268
6202,7227,434,56,43,114,0,1193,50,0
6203,6534,3622,56,33,410,341,274,21,341
6204,945,4082,56,43,327,162,893,50,165
6205,4040,1018,39,46,219,299,2338,0,112
6206,3465,332,56,5,206,8,933,4,9
6207,2339,3814,56,158,407,281,365,31,281
6208,5300,2748,56,142,51,308,1158,48,250
6209,1179,3644,83,113,240,156,895,66,113
6210,6341,2787,74,101,161,249,893,50,248
6211,928,2664,76,105,241,169,380,24,172
6212,7234,2813,31,91,296,249,893,50,248
6213,2543,4135,69,92,368,341,1583,21,341
6214,5254,3295,56,142,423,249,893,50,248
6215,1120,395,56,33,400,162,1193,50,165
6216,4178,2308,56,16,329,249,893,50,248
6217,6796,191,37,95,195,218,1665,57,219
6218,5369,492,56,43,362,162,1193,50,165
6219,6191,485,56,142,157,269,1505,4,268
6220,1023,982,101,141,205,36,1633,24,40
6221,1120,3810,56,158,215,249,893,50,248
6222,3214,923,56,16,373,13,2106,65,15
6223,1218,2310,124,68,222,156,907,66,113
6224,2106,3214,110,151,219,156,895,66,113
6225,1676,3846,37,44,213,162,936,50,165
6226,630,2828,56,57,312,162,893,50,165
6227,6534,20,56,5,448,0,893,50,0
6228,5725,3367,115,155,240,299,886,0,112
6229,3634,1132,56,16,284,17,507,65,20
6230,5197,2987,56,5,167,124,20,4,129
6231,5741,856,45,124,240,156,895,66,113
6232,4112,20,56,5,448,0,893,50,0
6233,1381,629,40,47,233,299,1950,0,112
6234,5300,3117,56,5,436,162,893,50,165
6235,7503,2816,3,2,32,269,21,4,268
6236,4537,1544,56,142,430,0,893,50,0
6237,200,2460,56,70,335,162,893,50,165
6238,521,2232,71,103,288,162,893,50,165
6239,1899,3394,92,125,222,159,798,66,162
6240,2431,3439,39,46,219,154,881,0,158
6241,1120,998,56,16,270,335,919,20,335
6242,6860,3371,56,99,56,0,893,50,0
6243,6859,2308,56,16,313,162,893,50,165
6244,1938,3131,56,16,168,187,1980,25,191
6245,3229,450,56,5,161,249,1193,50,248
6246,6032,1377,56,142,169,308,57,48,250
6247,6191,4009,56,99,321,175,2265,4,188
6248,4034,3655,56,5,448,0,271,50,0
6249,4313,2956,59,76,229,154,881,0,158
6250,2456,2776,22,30,76,20,1780,4,24
6251,4913,591,37,95,241,37,638,24,49
6252,4495,492,56,43,362,249,893,50,248
6253,1851,3714,85,115,259,156,955,66,113
6254,3957,2274,56,16,382,174,1090,50,177
6255,4987,395,56,33,221,82,2286,19,85
6256,684,747,56,70,31,162,1193,50,165
6257,1220,2114,56,57,70,249,893,50,248
6258,6442,268,56,158,401,48,408,22,51
6259,7038,2164,56,142,316,91,726,4,93
6260,1174,2742,117,156,299,154,798,0,158
6261,4252,3747,56,163,28,283,2319,24,286
6262,5719,3021,123,170,205,283,1507,24,286
6263,751,186,56,5,359,241,1033,8,240
6264,2502,576,56,16,37,108,2285,28,111
6265,5738,2968,62,80,229,156,895,66,113
6266,6534,2443,56,5,166,144,763,56,149
6267,1441,3789,101,141,205,236,2178,24,235
6268,1441,1929,101,40,205,36,1314,24,40
6269,456,3899,121,96,241,148,1298,39,153
6270,2597,1781,101,141,241,36,1196,24,40
6271,241,897,56,158,74,194,1095,66,198
6272,316,122,56,43,327,249,893,50,248
6273,3876,1874,56,99,321,175,1444,4,188
6274,698,927,56,16,428,310,144,65,310
6275,3906,3786,112,152,99,164,1307,26,166
6276,2543,3579,31,91,138,249,893,50,248
6277,5311,2390,56,142,10,269,1505,4,268
6278,3773,214,56,142,316,91,726,4,93
6279,3696,573,56,16,144,316,300,20,316
6280,1481,3867,124,68,154,341,963,21,341
6281,3957,143,102,140,233,299,499,0,112
6282,2925,1153,56,5,90,280,1163,29,280
6283,3957,1049,56,99,309,290,114,48,69
6284,4170,2286,45,124,240,154,881,0,158
6285,4916,1724,56,158,444,298,269,9,300
6286,1090,1608,56,158,407,335,1630,20,335
6287,2641,1732,121,96,268,189,939,9,193
6288,1120,3111,1,0,111,0,1189,50,0
6289,5228,434,56,43,114,0,1193,50,0
6290,2628,3543,56,142,63,341,274,21,341
6291,5693,782,56,43,228,325,1615,21,324
6292,5311,2485,56,5,319,308,2303,48,250
6293,2492,71,31,91,301,221,682,26,221
6294,1121,1762,56,70,335,249,893,50,248
6295,39,2098,56,142,276,274,563,4,274
6296,4773,3006,56,99,8,162,893,50,165
6297,4040,3488,99,135,216,156,879,66,113
6298,2543,3563,31,91,135,182,1145,16,185
6299,5217,1844,56,158,314,48,2022,22,51
6300,6175,2883,56,99,56,249,893,50,248
6301,5455,3476,56,5,161,276,1831,27,276
6302,5397,3819,75,102,391,37,2026,24,49
6303,562,689,56,16,284,305,620,65,306
6304,101,330,56,5,2,249,893,50,248
6305,666,1085,0,27,268,192,766,9,196
6306,5667,1278,10,13,368,162,2175,50,165
6307,5300,468,56,5,346,31,2090,65,156
6308,454,1001,56,70,99,121,1139,20,127
6309,5489,1948,56,57,426,211,401,53,213
6310,7065,859,56,16,284,336,2087,27,336
6311,4533,2927,37,95,241,37,157,24,49
6312,2469,507,37,44,342,162,893,50,165
6313,2482,4141,56,33,226,231,3,50,231
6314,6887,2774,74,101,271,222,679,9,222
6315,3092,587,56,16,144,316,919,20,316
6316,5050,1350,100,137,205,37,1507,24,49
6317,6800,3940,56,5,90,162,1214,50,165
